rainfall,water_level,elevation,drainage,humidity,soil_type,population_density,distance_to_river,historical_flood_freq,drainage_capacity,flood
66.2,1.4,2,1,51.2,2,3,2.9,3,213,0
45.6,0.6,1,1,46.3,3,1,0.7,5,618,0
234.2,4.5,2,3,93.5,2,2,1.0,1,938,1
119.4,2.6,2,2,62.9,3,1,5.8,3,269,0
36.6,0.2,1,1,47.0,3,3,15.0,4,942,0
200.4,3.4,3,1,81.5,3,2,1.1,0,942,1
10.9,0.1,2,2,44.6,2,1,0.5,3,599,0
83.0,1.1,2,2,49.6,1,3,4.7,1,930,0
13.6,0.1,2,2,44.2,1,1,2.8,2,349,0
73.9,1.7,2,2,64.9,1,3,0.3,2,326,0
49.3,1.4,2,2,57.0,1,2,8.8,2,786,0
45.5,0.9,1,2,46.9,2,2,0.2,3,474,0
97.1,1.7,1,2,63.8,2,3,2.9,1,353,1
8.6,0.4,1,2,43.4,3,2,1.7,4,566,0
120.7,1.4,1,2,73.9,1,2,2.4,3,875,0
3.1,0.1,1,1,40.0,1,2,0.7,3,694,0
232.1,3.4,1,1,96.6,2,1,3.5,2,263,1
227.4,3.8,1,3,88.7,1,2,9.6,0,593,1
31.4,0.3,2,1,43.2,1,3,1.8,2,901,0
14.2,0.8,3,1,40.0,3,3,2.2,4,289,0
155.6,1.9,3,2,67.7,2,3,0.8,0,367,1
85.3,1.4,1,3,55.7,2,2,6.7,5,581,0
129.5,2.6,2,1,63.1,3,3,10.6,3,636,1
126.3,2.4,3,1,68.7,2,3,4.6,3,304,1
161.0,3.4,1,1,78.4,2,2,2.3,2,348,1
119.1,2.2,1,2,64.9,3,1,9.4,2,231,1
233.3,4.4,3,1,98.8,1,2,0.5,3,187,1
229.0,3.5,2,1,87.6,2,3,2.0,1,301,1
1.0,0.1,1,1,40.0,1,2,2.3,3,558,0
46.6,0.2,1,3,47.9,1,3,2.0,2,673,0
1.6,0.2,1,1,43.3,3,1,4.9,3,596,0
30.1,0.7,2,1,50.1,2,3,3.3,3,611,0
150.9,2.9,2,2,75.7,2,2,0.4,0,285,1
57.3,0.7,1,3,52.0,3,2,1.3,0,567,0
214.2,3.6,1,2,80.4,3,1,1.2,3,303,1
56.0,1.1,2,3,50.7,3,1,2.5,1,351,0
68.4,1.0,2,3,62.4,2,3,1.0,2,284,0
70.6,0.9,1,1,60.6,1,3,0.4,1,881,0
203.1,3.5,3,2,86.2,1,2,3.2,0,340,1
21.4,0.2,1,1,42.8,2,1,5.7,0,816,0
41.8,0.5,1,2,49.1,1,2,8.0,3,359,0
57.9,0.6,2,1,50.8,2,1,10.8,2,560,0
113.4,2.2,1,1,70.9,2,1,4.6,2,947,1
45.7,1.4,2,3,45.9,3,3,0.5,4,315,0
99.8,1.8,2,1,66.6,2,3,5.8,0,196,0
11.7,0.3,2,3,40.0,2,1,1.5,1,901,0
16.3,0.5,1,1,50.2,1,2,3.9,3,666,0
241.8,4.5,1,1,95.3,1,2,2.3,3,285,1
100.1,1.5,1,3,58.3,1,1,5.3,1,289,0
103.0,2.5,2,2,61.1,2,1,1.7,5,862,1
10.2,0.1,2,2,45.8,1,2,0.2,4,960,0
49.1,1.1,2,1,48.3,2,1,2.4,0,577,0
136.8,2.7,2,2,70.2,2,2,0.6,0,390,1
245.9,3.8,3,2,91.5,1,1,10.1,3,958,1
224.1,3.9,2,2,98.1,1,2,2.2,1,367,1
34.1,0.6,1,2,57.2,2,1,2.4,0,604,0
7.0,0.2,1,3,48.9,2,3,7.1,3,576,0
209.4,3.9,2,2,85.4,2,3,2.9,2,324,1
53.2,1.2,1,3,49.7,2,3,1.1,2,678,0
129.6,2.4,1,2,64.6,2,2,1.1,0,989,1
15.0,0.4,2,2,51.0,3,2,2.1,2,807,0
81.9,1.5,2,1,62.7,2,2,6.0,2,435,0
141.8,2.2,1,1,76.1,3,1,4.8,1,313,1
228.8,4.2,2,3,89.1,1,3,9.9,1,339,1
128.5,2.6,2,1,59.5,2,2,0.2,2,255,1
32.4,1.0,1,1,40.0,1,2,0.9,4,552,0
25.7,0.7,1,1,45.9,1,2,0.3,4,528,0
243.6,4.9,1,1,91.0,1,2,4.2,1,385,1
4.3,0.2,2,3,40.0,2,3,0.5,3,266,0
182.6,3.6,2,3,81.9,1,2,0.3,3,295,1
49.7,1.2,3,2,56.0,1,2,2.5,3,585,0
112.6,2.0,2,1,61.3,3,2,1.6,2,549,0
200.4,3.9,1,2,77.6,3,3,3.8,0,590,1
5.6,0.1,1,2,40.0,2,2,2.0,3,604,0
30.7,0.7,2,3,41.5,2,2,1.7,0,662,0
154.5,3.0,1,2,77.0,3,1,1.7,0,547,1
205.6,4.1,1,1,85.2,2,3,6.2,2,271,1
85.5,1.8,1,2,68.2,1,2,1.5,5,628,1
84.1,1.9,1,3,62.2,3,2,1.2,1,302,0
29.7,0.5,1,2,55.6,2,3,1.2,2,303,0
226.5,4.0,1,2,82.8,2,3,0.7,1,851,1
54.7,0.9,1,1,40.0,2,2,5.9,4,339,1
73.3,1.4,1,2,57.3,2,3,0.5,2,671,0
41.9,0.1,2,2,49.8,3,1,7.2,1,666,0
107.6,2.4,2,1,63.1,1,3,1.0,1,290,1
165.6,3.0,1,2,76.9,3,2,6.9,1,171,1
22.5,0.3,2,1,40.0,3,2,4.7,0,612,0
183.6,2.5,1,1,83.2,2,3,2.6,0,305,1
39.0,0.7,2,1,52.3,2,3,3.3,2,249,0
17.7,0.3,3,1,40.0,1,2,1.2,1,859,0
38.0,0.4,2,2,46.6,1,3,2.6,3,550,0
230.6,4.0,2,1,89.3,1,1,1.0,0,314,1
6.1,0.1,1,1,40.0,2,3,1.5,2,259,0
149.2,2.5,1,3,67.0,2,2,4.3,1,608,1
91.2,1.9,3,2,60.1,1,1,0.8,0,419,0
113.9,1.8,1,2,66.4,1,2,5.5,2,291,1
207.4,3.8,1,1,82.6,3,2,1.4,0,542,1
80.0,1.9,2,2,52.1,1,2,2.3,3,227,0
114.9,2.1,2,1,67.3,3,2,8.5,2,617,1
69.3,1.4,3,3,51.4,1,2,3.4,2,700,0
247.9,4.6,1,1,93.0,2,3,3.1,0,255,1
86.2,1.6,3,2,56.8,1,2,3.7,1,192,0
198.0,3.6,1,1,89.8,2,2,7.5,2,685,1
141.7,2.4,1,2,67.6,2,2,0.9,2,726,1
109.0,2.0,2,2,72.6,1,1,2.8,0,338,1
5.6,0.1,1,2,45.0,2,2,1.5,0,322,0
22.5,1.0,1,1,54.1,2,2,0.1,1,903,0
117.7,2.4,2,2,69.2,2,2,0.4,2,334,1
38.5,0.2,1,3,47.4,2,2,1.2,0,932,0
149.9,2.2,1,3,68.4,1,2,2.5,2,314,1
90.1,1.6,1,1,58.0,2,2,6.4,1,252,1
98.5,1.7,1,1,69.1,3,3,4.7,2,614,0
58.0,1.0,1,3,52.5,3,1,2.4,1,295,0
72.9,1.6,2,2,59.3,3,3,0.2,2,260,0
66.7,1.3,2,2,55.7,1,2,1.0,0,314,0
48.6,1.0,1,3,51.9,2,3,1.4,0,876,0
91.4,2.2,2,3,61.5,2,2,2.9,1,303,0
82.8,1.0,1,2,60.7,1,2,0.2,1,623,0
10.5,0.2,1,1,40.0,3,3,2.3,1,630,0
42.1,0.6,2,1,47.9,2,1,7.0,3,577,0
70.7,1.8,1,2,57.1,1,1,3.7,4,623,1
97.7,1.0,3,1,62.3,1,2,4.8,1,334,0
217.9,3.2,1,1,85.6,3,3,3.4,3,349,1
92.0,1.8,2,1,62.3,1,2,0.7,2,315,1
7.3,0.5,1,1,40.0,1,2,0.4,1,330,0
161.1,3.2,1,2,69.3,2,3,5.3,5,279,1
17.6,0.1,1,2,45.3,1,2,3.6,3,429,0
166.1,3.5,2,2,70.5,3,3,2.6,5,897,1
44.8,0.4,2,1,51.3,2,2,0.6,0,956,0
14.5,0.7,3,3,40.0,2,3,2.8,0,276,0
74.5,1.0,1,1,52.8,3,2,0.1,2,319,0
117.9,2.0,1,2,64.3,2,2,0.4,2,317,1
83.9,1.7,1,3,50.4,1,2,1.1,0,326,0
112.4,1.5,2,1,62.9,2,2,1.8,4,258,1
14.6,0.8,3,2,49.1,2,2,0.4,2,919,0
246.0,4.3,1,3,87.8,1,2,0.4,1,276,1
94.6,1.8,2,1,59.1,2,1,3.9,2,341,0
5.0,0.5,1,2,49.6,3,2,2.5,2,256,0
193.7,3.2,2,2,77.3,2,2,2.3,0,915,1
93.3,2.1,3,1,67.5,3,1,1.8,5,899,0
131.3,3.0,1,3,67.5,2,2,11.3,1,693,1
108.0,1.7,1,3,64.3,2,2,0.2,0,656,1
6.1,0.6,3,2,47.8,3,2,0.6,4,369,0
221.4,3.4,3,1,86.3,1,2,3.1,5,261,1
1.1,0.2,2,1,43.4,1,3,0.4,3,581,0
52.6,0.5,2,2,56.0,2,2,2.7,4,900,0
4.4,0.4,1,1,40.0,2,2,2.5,2,357,0
64.0,1.5,2,2,50.3,1,2,10.6,4,319,0
77.3,2.1,2,2,55.9,1,3,6.4,0,563,0
218.6,4.5,2,2,87.1,1,2,8.7,3,265,1
84.6,1.5,1,2,53.2,2,3,0.4,2,660,0
190.4,3.1,1,1,78.7,3,1,6.1,0,320,1
211.3,4.0,1,1,69.2,3,3,0.4,2,303,1
242.7,4.4,1,1,91.7,2,2,3.0,2,598,1
25.7,1.0,1,2,50.1,3,1,3.8,2,945,0
233.5,3.5,1,2,83.0,2,2,0.5,0,247,1
9.8,0.9,1,2,40.0,1,3,3.0,3,303,0
38.2,0.9,1,2,60.6,1,3,0.2,0,306,0
204.7,3.4,2,3,84.9,2,2,1.0,1,538,1
83.8,1.8,1,1,65.2,1,1,7.6,4,890,1
21.6,0.8,1,1,40.0,2,2,0.6,2,414,0
229.7,4.2,1,1,92.8,2,2,0.2,1,258,1
100.3,1.2,1,2,56.2,2,1,1.8,0,906,1
111.7,1.9,2,1,66.6,3,2,5.7,2,496,1
79.3,1.8,1,3,61.7,2,3,0.2,5,593,1
11.0,0.4,2,2,45.4,1,2,1.3,4,246,0
50.5,0.9,3,3,49.4,2,1,6.9,3,282,0
100.3,2.3,2,3,63.4,2,2,0.4,0,621,0
190.8,3.7,2,1,83.4,1,3,1.1,1,544,1
226.1,4.4,3,2,93.1,1,3,4.5,0,612,1
66.4,1.1,2,2,54.0,2,2,2.4,1,261,0
73.8,1.2,1,1,60.9,3,3,5.4,1,533,0
97.7,1.2,1,1,68.7,2,3,0.4,1,949,1
242.8,4.3,3,2,91.8,3,1,7.6,2,852,1
163.5,3.3,1,1,76.2,3,2,8.2,1,279,1
171.0,3.0,1,2,73.1,1,3,0.5,2,571,1
54.1,1.1,2,2,53.6,2,2,0.1,4,611,0
26.4,0.9,2,1,47.5,2,1,13.8,2,902,0
82.1,1.6,1,2,58.4,1,2,2.0,3,892,1
169.4,3.2,2,1,77.9,2,2,2.5,3,865,1
34.2,0.1,1,2,57.1,2,3,2.9,1,887,0
16.9,0.2,2,1,40.0,1,2,4.7,0,315,0
233.0,4.8,1,3,88.8,3,2,5.0,0,606,1
108.9,2.0,1,1,62.2,2,3,0.6,1,656,1
180.3,3.9,2,1,87.0,3,2,0.8,2,338,1
52.1,0.7,1,1,53.8,1,1,6.3,4,355,0
137.0,2.6,2,1,72.6,3,3,5.1,5,368,1
9.6,0.1,1,1,48.4,1,2,2.9,0,909,0
170.5,3.3,1,2,76.6,1,2,15.0,5,343,1
225.2,4.4,2,2,92.8,2,2,4.0,1,917,1
233.7,4.5,1,1,88.8,2,1,0.7,3,666,1
83.5,1.9,1,1,53.1,2,3,5.6,0,512,0
11.9,0.2,1,2,51.6,2,2,1.6,0,284,0
100.1,1.8,2,2,63.9,1,2,0.1,1,621,1
35.1,0.1,3,1,50.9,2,1,1.2,4,628,0
210.7,4.1,3,3,81.0,2,2,4.3,1,299,1
46.2,0.9,1,1,52.7,2,3,9.7,0,817,0
106.5,1.9,1,2,72.3,2,3,1.0,4,591,1
49.4,0.8,1,1,49.5,3,3,0.8,4,341,1
52.0,0.9,2,1,45.2,2,2,2.5,0,884,0
74.4,1.3,1,3,57.3,2,3,5.0,3,305,0
42.1,0.6,3,1,44.1,3,2,4.1,1,696,0
48.8,1.0,1,2,42.9,2,3,2.5,1,591,0
31.0,0.7,3,1,43.1,1,3,3.0,2,292,0
223.7,3.8,2,2,86.8,1,2,0.8,1,610,1
76.2,1.2,2,3,51.8,2,2,1.7,2,612,0
48.9,0.8,1,1,57.4,1,2,0.9,2,607,0
70.1,1.3,1,3,64.9,2,2,6.5,2,320,0
240.3,4.3,1,2,96.0,1,3,0.4,3,240,1
108.0,2.2,1,2,65.7,1,1,3.4,3,294,1
129.9,1.8,1,2,67.9,2,1,0.9,1,839,1
31.4,0.1,2,3,42.4,3,1,1.9,0,303,0
148.0,2.8,1,1,80.6,2,3,1.1,2,630,1
87.1,1.4,2,1,58.8,3,2,1.2,3,893,0
105.6,2.2,2,3,60.9,3,1,0.9,2,853,0
210.2,4.2,1,2,91.3,1,2,4.2,2,878,1
47.1,0.9,3,1,50.0,1,2,1.4,1,990,0
249.5,4.2,1,2,99.8,2,2,3.9,2,372,1
111.9,2.4,1,2,62.6,3,3,1.8,1,273,1
98.0,1.9,1,1,66.6,2,2,2.4,4,273,1
65.3,0.7,2,1,59.3,3,2,2.4,2,295,0
86.4,1.1,1,2,65.6,1,1,11.2,1,662,0
149.1,3.2,1,1,69.3,1,1,1.4,2,212,1
193.8,4.0,2,2,82.2,2,2,0.7,3,572,1
19.1,0.1,1,3,53.9,2,2,7.3,1,321,0
184.0,2.9,2,1,79.2,1,2,0.6,2,315,1
13.5,0.6,3,1,47.0,1,1,5.4,2,579,0
48.1,0.9,3,1,62.0,1,1,0.5,3,287,0
37.7,0.9,1,2,40.0,2,3,3.2,0,617,0
65.0,1.2,1,2,52.9,3,2,0.5,2,879,0
120.0,2.4,1,1,66.4,3,3,7.7,4,847,1
142.9,2.6,1,2,62.4,2,3,2.5,5,291,1
59.4,0.9,1,1,50.8,2,2,1.2,2,909,1
10.2,0.6,1,1,40.0,2,3,0.5,5,194,0
223.7,4.1,3,1,93.5,1,2,1.4,2,620,1
54.9,1.2,3,1,43.4,1,1,3.7,1,349,0
62.4,1.2,1,1,63.2,1,2,1.5,2,282,0
163.6,2.8,1,1,79.4,3,2,0.8,0,883,1
90.8,2.2,1,3,54.7,3,2,2.6,1,263,0
21.6,0.5,1,2,49.9,2,2,1.6,2,892,0
26.0,0.3,2,1,48.7,2,2,0.5,3,272,0
67.7,1.7,2,1,54.7,1,1,0.5,3,972,0
19.5,0.1,3,1,40.7,2,1,3.7,2,906,0
118.2,2.9,2,1,68.7,2,1,11.0,1,493,0
232.9,4.2,2,2,91.9,2,1,0.8,0,629,1
5.0,0.1,2,1,40.0,1,2,4.5,1,686,0
18.1,1.0,1,1,40.0,3,2,0.3,2,925,0
25.7,0.3,2,1,41.4,2,1,1.4,1,360,0
104.3,2.0,1,1,60.4,3,3,2.1,1,634,1
67.1,1.5,1,1,60.6,3,3,0.9,1,350,0
62.8,1.6,1,2,58.1,3,2,2.3,3,347,1
8.4,0.3,1,1,40.0,1,3,6.4,4,348,0
52.0,0.7,3,2,49.4,1,2,8.7,2,616,0
232.9,4.3,1,2,96.2,1,1,0.3,1,814,1
68.8,1.1,1,3,56.5,1,3,1.0,1,246,0
116.3,2.2,1,3,66.9,2,1,11.6,0,546,0
72.6,1.9,2,2,52.5,2,3,0.9,0,474,0
209.6,4.1,1,1,85.5,2,2,3.5,0,578,1
101.4,1.9,3,2,62.3,1,2,0.9,0,971,0
63.4,1.4,3,2,53.5,3,2,1.3,0,228,0
41.5,1.0,2,1,52.8,1,2,0.6,1,336,0
160.0,2.5,2,2,79.0,1,1,5.8,0,326,1
5.5,0.1,1,3,40.0,2,2,6.4,2,911,0
109.0,2.9,1,2,61.5,2,3,1.1,5,959,1
177.9,3.7,2,1,75.7,2,2,5.2,4,298,1
30.9,0.4,1,1,53.7,1,1,1.3,0,376,0
246.9,4.3,1,1,100.0,2,2,0.3,1,590,1
208.4,3.6,2,1,83.5,1,3,4.3,4,617,1
122.3,2.5,1,2,66.1,1,2,2.7,0,593,1
93.9,2.3,3,2,64.9,2,2,1.0,3,854,0
70.9,1.5,1,1,52.1,1,3,0.9,2,833,0
17.2,0.4,2,3,48.1,1,2,11.1,4,929,0
70.5,1.1,2,1,55.4,2,2,6.0,4,667,0
33.3,0.7,2,1,40.0,3,3,5.0,2,312,0
138.2,2.2,1,2,63.9,3,3,0.4,2,626,1
165.0,2.3,2,2,74.6,2,2,4.2,1,522,1
193.5,4.1,3,2,88.7,1,1,0.7,0,319,1
23.2,0.1,1,3,40.6,1,3,11.4,1,196,0
72.3,1.2,1,2,53.2,1,2,0.2,0,540,1
168.4,3.3,2,3,78.1,2,3,1.3,0,667,1
206.7,4.3,2,1,77.1,2,1,1.7,1,601,1
52.6,1.0,1,2,53.1,2,2,5.2,4,305,1
6.0,0.1,3,3,40.0,2,1,4.4,0,628,0
43.6,0.7,1,2,52.4,1,3,1.4,1,340,0
69.8,1.0,1,1,51.3,2,3,2.5,1,586,0
71.5,1.3,2,2,51.0,1,2,5.4,2,615,0
25.0,0.9,2,2,46.9,2,3,0.1,0,897,0
105.8,1.0,3,1,67.2,2,1,4.9,5,823,1
37.4,0.5,3,3,50.1,2,1,8.8,2,582,0
230.7,4.0,1,1,91.8,2,3,0.1,2,621,1
61.6,0.7,1,1,54.7,2,3,0.1,0,581,0
5.4,0.3,1,3,43.1,1,3,1.3,2,281,0
163.8,2.5,2,2,78.3,1,3,0.3,3,639,1
15.1,0.1,3,1,41.4,2,2,2.0,1,608,0
37.2,1.0,1,2,51.5,1,1,3.9,1,618,0
69.2,1.8,1,2,51.2,2,3,2.5,0,219,0
88.3,1.6,1,1,64.9,2,2,0.7,5,922,1
53.2,0.5,2,3,55.6,3,2,3.2,0,245,0
85.9,1.3,1,2,69.8,3,2,3.5,4,299,0
58.2,1.4,1,2,55.4,1,2,8.1,1,847,0
148.7,2.7,2,2,77.3,3,3,0.5,2,947,1
227.8,4.1,2,2,82.3,2,1,3.5,2,391,1
107.3,2.1,2,1,68.3,2,3,7.3,0,893,0
249.6,4.5,2,1,100.0,1,2,2.1,1,292,1
119.8,2.7,1,2,73.9,3,2,1.3,1,652,1
76.2,1.1,2,3,57.4,1,2,0.6,0,629,0
223.8,3.8,2,1,87.5,3,2,6.0,3,596,1
202.4,3.2,3,2,79.1,1,2,1.5,0,618,1
136.9,2.3,1,3,65.1,2,2,7.8,2,401,1
21.0,0.1,1,1,44.5,2,2,5.6,1,266,0
119.8,2.3,1,1,57.6,1,2,1.4,0,571,1
132.2,2.4,1,1,65.2,1,1,2.6,2,340,1
51.2,0.6,2,2,51.7,2,1,0.1,2,1000,0
101.8,2.1,1,1,62.7,1,2,0.9,1,609,1
116.2,2.6,1,1,60.7,2,1,3.7,2,215,1
144.1,2.7,1,2,65.5,2,3,3.4,1,620,1
23.6,0.1,1,2,40.0,3,2,1.3,4,274,0
84.2,2.2,1,1,57.4,2,3,5.0,1,324,0
112.2,2.3,1,1,75.3,1,3,0.8,1,532,1
36.4,1.3,1,2,53.3,1,1,1.9,3,826,0
72.1,1.7,2,3,56.9,1,3,1.9,0,585,0
96.7,2.2,2,3,64.0,3,2,1.3,1,383,1
89.2,1.7,1,2,64.7,3,3,9.3,1,531,0
97.9,1.7,3,1,64.9,1,3,3.6,4,284,0
113.7,2.2,2,1,63.5,1,1,2.3,5,227,1
17.6,0.1,2,1,40.0,3,2,2.1,3,914,0
69.2,1.4,1,1,54.6,3,2,0.5,2,911,1
38.0,0.1,1,2,53.4,3,2,1.4,2,229,0
51.0,0.9,1,1,49.9,3,2,3.4,1,664,0
182.4,3.8,1,1,74.6,2,2,7.8,1,804,1
150.3,2.8,1,3,64.4,1,2,5.1,5,379,1
203.7,4.3,3,1,84.2,2,2,1.1,0,369,1
165.5,2.9,1,1,71.3,2,3,1.7,1,915,1
94.5,2.1,1,1,58.6,2,3,0.3,4,645,0
100.3,1.5,2,2,69.3,2,2,0.3,3,291,0
171.2,3.4,1,2,77.4,1,1,1.9,0,223,1
88.4,1.7,2,1,55.7,1,1,2.3,0,312,0
208.5,3.7,2,2,87.4,2,2,0.9,2,521,1
114.2,1.2,2,2,74.7,1,3,3.1,2,899,1
74.6,1.3,3,3,55.8,2,2,3.6,1,538,0
202.7,3.8,1,3,72.8,3,2,1.1,1,649,1
200.1,3.9,2,3,87.3,3,3,4.3,5,319,1
6.8,0.7,3,2,43.2,2,3,0.7,1,334,0
108.0,2.7,2,1,64.2,2,1,2.4,2,317,0
1.5,0.5,1,1,40.0,1,1,4.9,1,994,0
95.2,1.5,3,1,56.9,2,2,2.3,0,651,0
61.2,1.0,1,2,61.0,2,2,7.2,1,385,0
7.6,0.4,3,3,40.0,2,3,0.2,4,555,0
104.9,2.1,1,2,61.5,3,1,2.7,4,873,1
74.5,1.9,2,1,54.7,2,1,2.5,0,479,0
105.0,2.8,3,2,67.4,1,3,3.2,4,280,1
60.8,1.9,1,3,59.6,1,3,5.4,1,298,0
118.8,2.7,1,2,65.0,2,3,3.9,2,322,1
38.5,0.9,1,3,49.4,2,2,4.7,0,873,0
184.5,3.8,3,3,82.0,3,2,1.0,4,637,1
224.2,4.7,2,3,94.6,2,1,1.5,0,633,1
48.9,0.8,2,2,55.9,2,1,3.0,2,876,0
32.8,0.4,2,2,44.5,2,2,2.4,3,852,0
22.5,0.1,2,1,47.1,2,2,9.7,0,303,0
210.5,3.5,1,1,88.2,2,1,0.6,1,305,1
174.6,2.7,1,2,77.8,2,3,1.3,0,570,1
66.8,1.3,2,1,56.6,2,1,2.6,2,287,0
33.0,0.3,1,3,47.4,1,3,6.1,1,829,0
97.2,1.5,1,1,62.2,3,2,7.9,2,934,1
248.9,4.8,1,3,88.0,1,3,1.2,4,635,1
65.1,1.2,1,1,49.7,1,1,0.2,1,302,1
137.8,2.7,3,1,74.4,1,3,1.6,0,338,0
175.4,3.7,1,3,72.5,1,1,1.5,2,307,1
181.5,3.6,2,1,82.3,2,2,12.9,3,981,1
162.5,3.5,1,1,75.3,1,3,1.7,5,235,1
66.6,1.2,1,1,59.8,1,1,1.1,0,310,1
215.7,4.5,1,2,90.7,2,2,1.4,1,345,1
155.6,3.0,2,1,72.0,2,3,1.5,3,975,1
83.8,1.6,2,2,57.3,1,3,5.2,3,640,0
113.8,2.6,3,2,55.1,2,1,0.3,2,848,0
41.1,0.4,2,2,48.4,2,1,1.1,1,817,0
114.9,2.8,2,2,58.9,3,1,10.2,1,592,0
128.8,2.2,2,2,67.2,2,1,0.5,0,318,1
96.0,1.3,3,1,57.9,1,3,4.1,4,347,1
31.1,0.8,2,3,42.5,2,2,1.3,0,545,0
42.4,0.6,1,1,55.3,2,2,2.6,2,931,0
125.1,3.0,2,2,61.1,1,3,0.3,2,166,1
4.4,0.1,2,1,40.0,3,2,1.1,1,263,0
248.3,4.6,2,3,91.1,2,2,2.1,1,643,1
100.9,1.3,1,1,59.8,3,2,0.8,2,240,1
204.5,4.0,3,1,80.6,2,2,2.3,1,545,1
18.7,0.1,3,2,42.3,2,2,0.7,1,274,0
116.4,2.4,1,2,67.1,2,1,3.2,1,309,1
94.2,1.6,3,1,64.1,2,2,7.0,3,244,0
5.8,0.1,1,2,44.4,2,1,0.3,5,598,0
53.8,1.0,1,2,42.3,3,1,0.7,2,578,0
6.2,0.1,1,3,43.3,2,2,5.6,3,358,0
22.1,0.7,1,2,47.1,3,2,3.0,2,876,0
67.5,1.8,2,1,51.5,3,2,0.2,2,301,1
11.2,0.9,1,1,50.8,3,2,2.0,5,308,0
92.2,2.0,1,3,65.7,2,2,0.7,1,579,0
32.4,0.7,1,3,46.2,2,1,0.7,0,338,0
87.2,1.1,1,1,56.2,1,2,8.5,5,649,1
59.6,1.2,1,1,61.4,2,3,4.3,3,876,1
74.9,1.4,2,2,56.4,1,1,3.6,1,615,0
111.7,2.0,1,1,65.0,1,3,0.8,5,554,1
104.8,2.1,3,1,63.4,1,3,0.4,1,628,1
73.5,1.7,2,1,67.7,3,1,6.1,1,312,1
176.0,2.9,1,1,77.6,3,1,0.1,2,582,1
121.3,1.9,3,1,66.6,2,3,1.5,1,316,0
116.8,2.1,1,2,61.5,2,1,1.0,2,930,1
235.2,4.1,1,1,89.8,2,3,2.5,0,362,1
242.1,3.8,1,1,88.1,2,2,0.9,0,620,1
180.8,2.9,1,1,75.7,2,2,1.1,2,944,1
82.6,1.1,2,2,49.1,1,1,5.7,2,995,1
115.8,2.5,2,1,69.9,1,2,2.8,0,848,1
45.7,1.4,1,2,50.8,2,2,0.5,5,659,0
239.3,4.0,2,2,93.8,2,2,3.9,2,256,1
68.1,1.4,1,1,54.7,2,3,0.7,0,864,1
70.9,1.6,2,1,56.0,3,3,1.7,1,299,1
48.2,0.4,1,1,58.7,1,2,3.1,3,268,1
95.8,1.8,1,2,57.2,1,3,1.0,2,559,1
96.4,2.6,1,3,62.6,2,3,1.5,0,597,1
43.7,1.0,1,1,51.0,1,3,4.0,0,883,1
13.7,0.2,2,3,48.7,1,2,8.3,1,867,0
221.3,3.8,2,1,90.9,1,3,2.3,1,852,1
157.9,2.2,1,3,77.2,2,2,0.1,2,371,1
91.5,1.8,2,2,53.8,1,2,1.2,4,540,0
99.5,2.5,2,2,57.8,2,3,1.5,1,892,1
9.4,0.1,3,2,40.0,2,1,1.2,4,956,0
95.5,1.1,1,2,48.6,1,1,1.7,4,340,1
19.5,0.1,1,3,46.3,2,3,3.0,4,312,0
97.4,2.1,3,2,60.1,1,1,0.4,5,869,0
211.6,3.7,2,2,88.5,3,3,1.0,3,299,1
197.0,3.3,1,1,83.5,3,3,2.1,2,544,1
226.2,4.1,1,1,91.0,1,1,1.1,1,286,1
37.9,0.8,1,3,55.0,3,2,14.2,2,585,0
85.5,1.1,2,2,58.8,2,3,1.7,4,590,0
94.2,1.6,2,2,64.1,3,2,6.1,1,261,0
201.4,3.5,1,2,82.8,2,3,6.8,0,515,1
85.1,1.3,2,3,62.8,1,3,5.4,0,363,0
236.3,3.9,2,2,85.8,3,2,0.1,3,351,1
114.9,2.4,2,2,56.1,1,1,8.9,3,344,0
232.4,4.0,2,2,100.0,1,3,0.4,2,619,1
87.8,0.9,2,1,68.5,1,2,0.1,1,309,0
107.7,2.1,1,1,54.0,1,1,1.6,2,565,1
193.8,3.8,3,3,82.5,2,3,0.6,0,571,1
88.1,1.3,1,1,60.1,2,3,0.6,2,673,1
39.5,0.5,1,3,52.3,3,2,1.0,1,684,0
1.6,0.1,1,1,49.0,1,2,0.9,5,591,0
89.6,1.5,1,1,54.4,3,2,3.5,2,300,1
157.3,3.2,1,3,69.6,3,3,0.6,2,637,1
249.7,4.5,1,2,94.9,1,3,2.3,3,305,1
76.1,1.7,2,1,51.9,1,3,12.9,2,908,0
5.3,0.1,1,2,40.0,3,2,1.7,1,897,0
33.3,0.5,2,2,46.2,2,3,3.1,2,253,0
110.8,2.3,1,2,68.7,2,3,10.5,4,581,1
5.9,0.1,3,1,41.2,2,1,0.4,1,893,0
5.0,0.4,2,3,44.2,2,1,1.6,2,174,0
81.3,1.3,1,3,60.3,1,3,5.7,5,604,0
82.4,1.4,2,1,53.0,2,1,8.1,3,416,0
167.9,3.6,2,3,77.3,1,1,2.8,2,579,1
13.4,0.1,2,3,40.0,2,1,0.5,3,902,0
140.9,2.6,2,2,68.4,3,2,7.0,4,558,0
153.6,3.0,2,2,74.0,2,1,0.6,5,545,1
29.4,0.6,2,1,46.5,3,2,1.3,5,884,0
58.4,1.2,1,1,46.4,2,3,1.4,2,631,0
116.7,2.1,1,2,60.2,2,3,1.8,1,588,1
113.6,1.6,2,3,66.4,2,3,4.7,0,581,1
