YEAR,MO,DY,PRECTOTCORR,T2M,WS10M
2023,1,4,0.0,18.59,2.55
2023,1,5,0.0,18.44,2.5
2023,1,6,0.0,17.56,2.64
2023,1,7,0.0,15.93,2.68
2023,1,8,0.0,16.78,2.26
2023,1,9,0.0,17.92,2.19
2023,1,10,0.0,18.98,1.82
2023,1,11,0.0,18.76,1.78
2023,1,12,0.0,19.38,1.64
2023,1,13,0.0,20.82,1.9
2023,1,14,0.0,20.98,2.14
2023,1,15,0.0,20.95,1.65
2023,1,16,0.0,20.73,1.58
2023,1,17,0.02,21.33,1.56
2023,1,18,0.11,21.94,1.54
2023,1,19,0.0,21.02,2.22
2023,1,20,0.0,20.56,1.68
2023,1,21,0.0,21.67,1.57
2023,1,22,0.0,21.79,1.17
2023,1,23,0.0,22.58,1.5
2023,1,24,0.0,22.36,1.75
2023,1,25,0.0,22.29,1.65
2023,1,26,0.0,23.16,1.71
2023,1,27,0.0,23.25,1.88
2023,1,28,0.0,22.95,2.03
2023,1,29,0.0,22.44,2.68
2023,1,30,0.0,22.18,2.49
2023,1,31,0.0,22.88,1.73
2023,2,1,0.0,23.57,1.68
2023,2,2,0.0,22.31,2.0
2023,2,3,0.0,20.52,2.78
2023,2,4,0.0,20.79,2.44
2023,2,5,0.0,21.83,2.04
2023,2,6,0.0,22.52,1.4
2023,2,7,0.0,22.61,2.23
2023,2,8,0.0,22.89,3.13
2023,2,9,0.0,22.77,2.34
2023,2,10,0.0,23.99,1.53
2023,2,11,0.0,24.16,3.44
2023,2,12,0.0,23.75,4.15
2023,2,13,0.0,21.93,3.87
2023,2,14,0.0,21.47,3.13
2023,2,15,0.0,22.3,2.86
2023,2,16,0.0,23.27,1.7
2023,2,17,0.06,24.02,3.01
2023,2,18,0.0,24.23,2.53
2023,2,19,0.0,25.28,1.6
2023,2,20,0.0,25.72,2.17
2023,2,21,0.0,26.36,2.22
2023,2,22,0.0,26.45,2.36
2023,2,23,0.0,26.54,3.02
2023,2,24,0.0,26.88,1.62
2023,2,25,0.0,26.53,2.1
2023,2,26,0.0,26.76,2.32
2023,2,27,0.0,26.87,2.39
2023,2,28,0.0,26.8,2.33
2023,3,1,0.0,27.08,1.86
2023,3,2,0.0,27.78,1.62
2023,3,3,0.0,28.54,1.09
2023,3,4,0.0,28.68,1.68
2023,3,5,0.0,28.64,1.65
2023,3,6,0.0,28.36,2.02
2023,3,7,0.0,28.41,2.03
2023,3,8,0.0,28.17,1.66
2023,3,9,0.0,28.05,1.83
2023,3,10,0.0,28.85,1.93
2023,3,11,0.0,28.93,1.76
2023,3,12,0.0,29.03,1.59
2023,3,13,0.0,29.16,2.02
2023,3,14,0.0,28.83,3.39
2023,3,15,0.01,29.17,3.09
2023,3,16,0.09,27.96,4.71
2023,3,17,0.42,27.96,2.06
2023,3,18,8.36,27.11,2.8
2023,3,19,15.2,23.01,3.11
2023,3,20,2.26,24.29,3.51
2023,3,21,4.96,26.67,2.4
2023,3,22,6.81,26.88,1.91
2023,3,23,0.87,27.8,2.43
2023,3,24,1.73,28.52,1.8
2023,3,25,0.83,29.37,2.5
2023,3,26,0.18,29.92,3.1
2023,3,27,0.81,30.32,2.18
2023,3,28,1.28,30.15,2.64
2023,3,29,2.38,29.97,3.75
2023,3,30,1.83,30.2,3.79
2023,3,31,17.54,28.6,3.24
2023,4,1,20.05,27.51,3.54
2023,4,2,2.49,28.39,3.17
2023,4,3,1.37,28.93,2.03
2023,4,4,0.27,29.91,3.96
2023,4,5,0.25,31.07,2.02
2023,4,6,4.75,30.73,2.26
2023,4,7,4.3,30.28,1.4
2023,4,8,0.07,30.74,1.88
2023,4,9,0.15,30.94,2.36
2023,4,10,0.04,31.83,2.5
2023,4,11,0.01,32.4,2.65
2023,4,12,0.01,32.41,2.47
2023,4,13,0.0,32.27,2.19
2023,4,14,0.0,32.59,2.42
2023,4,15,0.04,33.24,2.11
2023,4,16,0.23,33.04,2.28
2023,4,17,0.0,33.54,2.63
2023,4,18,0.0,33.99,2.39
2023,4,19,0.0,34.21,2.89
2023,4,20,0.02,34.42,3.87
2023,4,21,0.05,33.58,4.8
2023,4,22,1.82,32.57,3.58
2023,4,23,8.51,30.22,2.57
2023,4,24,0.31,29.97,3.15
2023,4,25,3.08,30.01,1.81
2023,4,26,0.15,31.33,2.5
2023,4,27,0.21,32.41,2.59
2023,4,28,3.41,32.4,2.45
2023,4,29,2.16,32.15,2.65
2023,4,30,0.93,32.79,2.46
2023,5,1,2.69,29.74,3.16
2023,5,2,0.04,30.08,3.38
2023,5,3,3.18,30.33,3.35
2023,5,4,2.38,30.01,3.42
2023,5,5,4.25,31.24,3.21
2023,5,6,2.51,32.14,3.27
2023,5,7,0.13,33.49,3.15
2023,5,8,0.08,33.91,2.86
2023,5,9,0.1,34.56,2.96
2023,5,10,0.74,34.53,3.11
2023,5,11,0.04,33.92,3.27
2023,5,12,0.03,32.4,3.31
2023,5,13,0.06,32.37,4.36
2023,5,14,0.04,34.42,3.29
2023,5,15,0.13,34.66,4.13
2023,5,16,2.83,34.64,4.65
2023,5,17,3.71,33.97,5.72
2023,5,18,3.16,34.18,4.72
2023,5,19,4.0,33.05,4.93
2023,5,20,2.74,33.29,3.85
2023,5,21,1.12,33.52,4.44
2023,5,22,0.46,33.69,4.9
2023,5,23,0.45,34.67,4.08
2023,5,24,1.58,35.14,4.11
2023,5,25,5.86,33.74,4.12
2023,5,26,4.76,33.37,3.85
2023,5,27,7.15,33.46,2.7
2023,5,28,1.98,33.02,1.98
2023,5,29,0.08,33.38,2.87
2023,5,30,3.7,32.5,3.04
2023,5,31,1.78,32.96,2.22
2023,6,1,0.13,33.78,2.76
2023,6,2,0.47,34.22,3.77
2023,6,3,0.88,33.89,3.89
2023,6,4,2.04,33.19,3.81
2023,6,5,0.12,33.44,2.34
2023,6,6,0.14,34.35,2.22
2023,6,7,2.09,34.2,3.24
2023,6,8,1.71,34.26,3.03
2023,6,9,3.1,32.17,5.06
2023,6,10,0.75,33.29,4.81
2023,6,11,3.07,34.24,4.37
2023,6,12,11.93,33.04,3.42
2023,6,13,7.27,31.52,3.67
2023,6,14,1.26,33.78,4.18
2023,6,15,0.36,35.66,4.67
2023,6,16,0.46,35.25,3.97
2023,6,17,0.49,34.09,4.65
2023,6,18,7.43,32.66,4.03
2023,6,19,10.39,29.56,2.5
2023,6,20,0.38,31.05,3.18
2023,6,21,0.2,30.95,4.15
2023,6,22,19.3,30.71,3.25
2023,6,23,17.57,28.86,2.04
2023,6,24,14.8,29.03,3.15
2023,6,25,56.04,27.07,4.68
2023,6,26,8.61,27.51,4.49
2023,6,27,2.69,28.22,5.1
2023,6,28,2.8,29.07,5.27
2023,6,29,1.09,29.0,4.56
2023,6,30,0.17,29.47,3.19
2023,7,1,1.01,29.88,2.76
2023,7,2,1.92,29.61,2.14
2023,7,3,2.14,29.03,2.19
2023,7,4,2.7,30.0,2.61
2023,7,5,6.18,29.5,2.05
2023,7,6,11.11,28.61,3.02
2023,7,7,6.97,28.74,4.15
2023,7,8,1.99,28.85,3.28
2023,7,9,3.53,29.96,2.96
2023,7,10,3.36,29.4,2.63
2023,7,11,5.73,29.38,3.89
2023,7,12,13.65,28.76,2.72
2023,7,13,2.71,28.85,2.97
2023,7,14,11.88,28.29,2.97
2023,7,15,48.38,27.09,3.05
2023,7,16,9.11,28.8,3.19
2023,7,17,15.61,28.42,2.79
2023,7,18,2.53,28.54,3.05
2023,7,19,3.89,28.26,4.31
2023,7,20,9.25,29.07,4.59
2023,7,21,10.04,28.31,4.26
2023,7,22,15.05,28.49,4.31
2023,7,23,5.32,28.72,3.06
2023,7,24,3.53,28.32,4.49
2023,7,25,8.89,28.94,5.78
2023,7,26,18.75,29.07,5.32
2023,7,27,12.08,29.07,5.92
2023,7,28,5.69,30.01,3.75
2023,7,29,6.27,29.55,4.11
2023,7,30,3.42,28.58,5.33
2023,7,31,34.99,27.72,5.77
2023,8,1,91.7,27.79,4.8
2023,8,2,48.76,26.61,8.32
2023,8,3,1.55,28.51,6.28
2023,8,4,2.15,27.52,3.97
2023,8,5,6.72,28.43,4.08
2023,8,6,4.16,28.52,4.77
2023,8,7,2.46,27.79,4.28
2023,8,8,0.29,27.99,4.12
2023,8,9,2.12,28.24,3.7
2023,8,10,0.34,28.17,3.29
2023,8,11,1.68,28.06,2.68
2023,8,12,6.58,27.6,3.08
2023,8,13,12.83,27.66,2.48
2023,8,14,4.8,27.44,2.54
2023,8,15,1.3,28.03,3.0
2023,8,16,3.5,28.11,3.05
2023,8,17,30.11,27.21,3.17
2023,8,18,22.0,27.13,3.41
2023,8,19,3.9,27.99,4.5
2023,8,20,2.97,28.28,4.17
2023,8,21,3.93,28.61,2.34
2023,8,22,2.45,28.04,2.0
2023,8,23,3.71,27.56,2.09
2023,8,24,9.0,27.71,2.67
2023,8,25,3.22,27.44,3.73
2023,8,26,4.78,27.33,3.17
2023,8,27,0.49,27.94,3.65
2023,8,28,0.08,27.97,3.33
2023,8,29,1.26,27.86,3.54
2023,8,30,0.63,28.09,2.63
2023,8,31,0.35,28.42,2.09
2023,9,1,0.76,28.37,2.07
2023,9,2,35.97,27.83,2.85
2023,9,3,3.65,27.62,2.12
2023,9,4,23.05,27.37,1.39
2023,9,5,25.82,27.02,2.15
2023,9,6,6.57,27.28,2.63
2023,9,7,19.83,27.04,3.3
2023,9,8,8.79,27.67,4.01
2023,9,9,2.97,27.47,3.01
2023,9,10,0.16,28.27,2.84
2023,9,11,1.77,28.35,1.78
2023,9,12,5.06,28.08,1.2
2023,9,13,12.7,27.75,2.45
2023,9,14,59.38,27.89,4.06
2023,9,15,3.02,27.46,3.6
2023,9,16,4.49,27.44,2.53
2023,9,17,12.28,27.63,2.89
2023,9,18,6.09,28.56,2.27
2023,9,19,4.78,27.39,2.36
2023,9,20,31.9,27.0,2.47
2023,9,21,8.03,26.95,4.41
2023,9,22,6.54,27.31,3.65
2023,9,23,5.77,27.6,2.66
2023,9,24,5.05,27.19,2.34
2023,9,25,0.93,27.48,1.09
2023,9,26,0.8,27.68,1.28
2023,9,27,1.03,28.2,1.11
2023,9,28,1.83,28.49,1.72
2023,9,29,3.26,28.08,1.96
2023,9,30,16.38,26.75,3.39
2023,10,1,18.91,27.0,4.19
2023,10,2,8.47,26.65,3.0
2023,10,3,25.13,27.27,4.82
2023,10,4,3.3,27.23,4.64
2023,10,5,0.08,25.41,3.36
2023,10,6,0.42,26.23,2.62
2023,10,7,1.07,27.78,1.21
2023,10,8,2.18,27.46,1.94
2023,10,9,0.0,26.7,2.66
2023,10,10,0.0,27.09,2.75
2023,10,11,0.0,27.06,2.61
2023,10,12,0.0,26.68,2.18
2023,10,13,0.01,26.88,1.66
2023,10,14,0.06,26.06,2.43
2023,10,15,0.0,24.84,2.7
2023,10,16,0.01,25.85,2.24
2023,10,17,0.0,25.38,2.36
2023,10,18,0.02,25.35,2.24
2023,10,19,0.01,25.18,2.32
2023,10,20,0.0,24.42,2.61
2023,10,21,0.0,23.63,2.74
2023,10,22,0.17,22.84,3.12
2023,10,23,16.16,23.77,4.22
2023,10,24,1.06,25.55,3.18
2023,10,25,0.04,25.27,2.31
2023,10,26,0.03,23.8,2.48
2023,10,27,0.15,23.09,2.38
2023,10,28,0.01,22.29,2.48
2023,10,29,0.0,22.23,2.4
2023,10,30,0.0,22.54,2.29
2023,10,31,0.0,22.97,2.16
2023,11,1,0.0,23.71,2.39
2023,11,2,0.91,24.75,1.98
2023,11,3,0.62,25.37,1.57
2023,11,4,3.45,25.99,0.89
2023,11,5,2.84,25.09,1.9
2023,11,6,0.26,23.86,2.52
2023,11,7,0.0,22.87,2.17
2023,11,8,0.0,21.21,2.84
2023,11,9,0.0,20.89,2.65
2023,11,10,0.0,22.22,2.51
2023,11,11,0.0,21.74,2.59
2023,11,12,0.0,22.61,2.37
2023,11,13,0.0,21.86,2.59
2023,11,14,0.0,21.04,2.64
2023,11,15,0.0,20.58,3.15
2023,11,16,0.68,21.24,6.13
2023,11,17,0.22,23.32,5.09
2023,11,18,0.01,23.82,2.16
2023,11,19,0.0,22.82,2.46
2023,11,20,0.95,21.91,2.52
2023,11,21,0.44,21.82,2.08
2023,11,22,0.02,21.2,2.41
2023,11,23,0.0,20.78,1.8
2023,11,24,0.0,20.9,1.98
2023,11,25,0.0,20.69,2.22
2023,11,26,0.0,20.73,2.34
2023,11,27,0.0,20.43,1.94
2023,11,28,0.0,21.09,1.75
2023,11,29,0.0,22.35,1.74
2023,11,30,0.0,22.2,2.21
2023,12,1,0.0,22.27,2.76
2023,12,2,0.0,21.75,2.91
2023,12,3,0.0,22.1,3.08
2023,12,4,0.06,22.31,2.82
2023,12,5,0.96,21.84,3.13
2023,12,6,13.81,20.82,4.66
2023,12,7,2.47,22.36,2.94
2023,12,8,0.2,21.91,2.31
2023,12,9,0.01,20.38,2.78
2023,12,10,0.0,18.76,2.69
2023,12,11,0.0,17.51,2.59
2023,12,12,0.0,17.08,2.28
2023,12,13,0.0,17.65,2.49
2023,12,14,0.0,17.83,2.44
2023,12,15,0.0,16.39,2.6
2023,12,16,0.0,16.05,2.43
2023,12,17,0.0,16.76,2.21
2023,12,18,0.0,16.72,2.29
2023,12,19,0.0,16.95,2.57
2023,12,20,0.0,16.11,2.7
2023,12,21,0.0,16.03,2.33
2023,12,22,0.0,17.39,1.85
2023,12,23,0.0,19.12,1.89
2023,12,24,0.0,19.26,1.74
2023,12,25,0.0,20.01,1.52
2023,12,26,0.0,20.55,0.98
2023,12,27,0.0,20.25,1.23
2023,12,28,0.0,19.3,1.56
2023,12,29,0.0,19.21,1.74
2023,12,30,0.0,19.16,2.0
2023,12,31,0.0,18.82,1.76
2024,1,1,0.0,18.87,1.78
2024,1,2,0.0,18.66,2.03
2024,1,3,0.0,18.39,2.34
2024,1,4,0.0,18.7,2.32
2024,1,5,0.0,19.4,2.43
2024,1,6,0.0,19.64,2.13
2024,1,7,0.0,19.58,2.31
2024,1,8,0.0,20.13,2.5
2024,1,9,0.0,20.3,2.08
2024,1,10,0.0,21.56,1.99
2024,1,11,0.0,21.41,2.03
2024,1,12,0.0,20.17,2.26
2024,1,13,0.0,18.87,2.1
2024,1,14,0.0,18.61,1.99
2024,1,15,0.0,19.24,1.63
2024,1,16,0.01,19.67,2.15
2024,1,17,0.11,19.72,2.2
2024,1,18,0.36,21.94,2.3
2024,1,19,0.2,21.0,2.41
2024,1,20,0.15,20.31,1.61
2024,1,21,4.09,20.97,1.11
2024,1,22,0.29,19.85,2.47
2024,1,23,0.1,19.73,1.79
2024,1,24,16.72,17.87,3.23
2024,1,25,0.64,18.3,2.63
2024,1,26,0.0,18.19,2.2
2024,1,27,0.0,17.99,2.1
2024,1,28,0.0,18.52,1.51
2024,1,29,0.0,19.62,1.34
2024,1,30,0.0,20.05,2.11
2024,1,31,0.0,21.27,1.95
2024,2,1,0.0,22.58,1.54
2024,2,2,0.41,22.83,2.18
2024,2,3,0.0,22.26,2.17
2024,2,4,0.0,21.28,2.56
2024,2,5,0.0,22.93,1.93
2024,2,6,0.0,24.72,2.3
2024,2,7,0.0,24.18,1.84
2024,2,8,0.0,22.06,3.07
2024,2,9,0.0,20.38,2.52
2024,2,10,0.0,20.3,1.71
2024,2,11,0.0,22.0,1.63
2024,2,12,1.64,23.28,1.22
2024,2,13,0.0,23.96,1.93
2024,2,14,0.0,24.37,1.9
2024,2,15,0.02,25.19,1.29
2024,2,16,0.01,25.19,1.86
2024,2,17,0.0,24.04,2.76
2024,2,18,0.0,24.32,1.88
2024,2,19,0.01,25.08,1.66
2024,2,20,0.0,26.12,2.74
2024,2,21,0.01,27.45,2.31
2024,2,22,0.03,28.16,3.43
2024,2,23,0.17,26.59,1.81
2024,2,24,1.85,25.08,2.72
2024,2,25,1.56,25.07,2.47
2024,2,26,0.1,25.0,2.69
2024,2,27,0.04,25.89,1.52
2024,2,28,3.26,26.04,1.89
2024,2,29,0.02,26.46,2.15
2024,3,1,0.14,25.82,2.02
2024,3,2,0.0,26.92,1.55
2024,3,3,0.0,27.58,2.5
2024,3,4,0.09,28.14,2.95
2024,3,5,0.23,28.4,0.89
2024,3,6,0.16,27.72,2.39
2024,3,7,3.83,27.6,1.38
2024,3,8,5.01,26.35,1.87
2024,3,9,0.15,26.7,1.06
2024,3,10,0.0,26.88,0.99
2024,3,11,0.01,27.38,1.46
2024,3,12,0.03,29.12,2.06
2024,3,13,1.0,29.86,2.57
2024,3,14,2.97,30.05,2.65
2024,3,15,0.13,29.33,1.94
2024,3,16,0.4,28.97,2.71
2024,3,17,0.99,29.33,2.25
2024,3,18,2.78,29.34,1.86
2024,3,19,16.57,27.64,1.96
2024,3,20,16.31,21.17,3.5
2024,3,21,0.03,23.85,1.79
2024,3,22,0.24,26.73,2.11
2024,3,23,0.1,28.16,2.21
2024,3,24,0.06,29.36,3.1
2024,3,25,0.73,29.95,3.31
2024,3,26,2.28,29.93,2.91
2024,3,27,0.02,30.4,2.01
2024,3,28,0.0,30.93,2.3
2024,3,29,0.01,31.82,2.94
2024,3,30,0.02,32.39,2.85
2024,3,31,0.06,32.32,3.05
2024,4,1,0.0,32.85,3.56
2024,4,2,0.0,33.06,3.01
2024,4,3,0.0,32.74,2.26
2024,4,4,0.0,32.71,2.59
2024,4,5,0.0,33.55,3.37
2024,4,6,0.05,33.93,2.97
2024,4,7,3.26,33.04,2.39
2024,4,8,4.62,29.73,3.76
2024,4,9,0.01,30.43,3.59
2024,4,10,0.07,31.08,2.51
2024,4,11,1.98,30.17,3.47
2024,4,12,0.21,30.59,2.94
2024,4,13,0.0,31.46,2.28
2024,4,14,0.0,32.54,2.21
2024,4,15,0.0,33.47,2.6
2024,4,16,0.0,34.5,3.16
2024,4,17,0.02,35.69,3.52
2024,4,18,0.06,35.7,2.79
2024,4,19,0.05,35.32,3.13
2024,4,20,0.0,35.7,3.95
2024,4,21,0.06,36.43,3.59
2024,4,22,0.1,36.48,3.34
2024,4,23,0.06,36.07,4.31
2024,4,24,0.23,35.48,3.43
2024,4,25,1.58,35.29,3.1
2024,4,26,0.05,35.41,2.96
2024,4,27,0.02,36.04,3.35
2024,4,28,0.08,36.62,3.05
2024,4,29,1.08,36.04,3.04
2024,4,30,0.0,36.94,3.85
2024,5,1,0.7,36.85,4.17
2024,5,2,3.31,35.65,3.95
2024,5,3,0.08,34.93,2.66
2024,5,4,0.07,34.12,3.6
2024,5,5,0.04,34.03,4.92
2024,5,6,2.14,34.69,5.68
2024,5,7,4.27,31.62,4.71
2024,5,8,1.29,31.86,3.44
2024,5,9,4.88,31.61,3.82
2024,5,10,3.31,31.8,4.1
2024,5,11,25.18,31.18,4.19
2024,5,12,29.24,30.83,2.97
2024,5,13,8.15,31.11,2.34
2024,5,14,1.1,30.81,2.15
2024,5,15,0.57,31.43,2.35
2024,5,16,0.37,31.46,2.88
2024,5,17,0.05,33.66,3.35
2024,5,18,0.64,33.46,3.11
2024,5,19,0.86,33.06,3.0
2024,5,20,4.38,33.31,3.38
2024,5,21,10.09,32.05,2.79
2024,5,22,0.16,32.55,2.87
2024,5,23,0.25,31.83,3.24
2024,5,24,11.1,30.69,3.98
2024,5,25,1.98,31.33,4.2
2024,5,26,10.44,32.52,3.7
2024,5,27,6.27,33.7,4.31
2024,5,28,0.5,34.58,4.92
2024,5,29,0.15,34.59,4.85
2024,5,30,0.22,33.21,5.37
2024,5,31,0.54,32.6,5.55
2024,6,1,1.97,31.37,4.51
2024,6,2,16.52,30.81,4.21
2024,6,3,31.43,30.16,3.68
2024,6,4,1.96,31.35,3.25
2024,6,5,0.35,31.96,2.98
2024,6,6,0.96,32.37,3.57
2024,6,7,2.56,31.82,4.23
2024,6,8,1.24,31.13,4.43
2024,6,9,0.27,32.5,3.12
2024,6,10,0.05,33.24,3.89
2024,6,11,0.03,31.62,4.18
2024,6,12,0.02,33.15,4.15
2024,6,13,2.84,33.21,4.46
2024,6,14,5.72,29.54,4.65
2024,6,15,2.53,30.3,4.23
2024,6,16,1.44,30.09,4.17
2024,6,17,0.14,31.84,2.79
2024,6,18,1.75,32.18,4.8
2024,6,19,5.85,31.16,3.08
2024,6,20,6.57,31.06,3.4
2024,6,21,9.01,28.63,3.48
2024,6,22,5.78,29.33,2.73
2024,6,23,4.37,29.49,2.89
2024,6,24,3.06,30.73,3.66
2024,6,25,1.43,31.49,2.85
2024,6,26,3.94,30.07,2.77
2024,6,27,9.51,29.44,3.16
2024,6,28,20.02,29.73,2.7
2024,6,29,27.58,29.18,3.45
2024,6,30,14.77,28.98,3.82
2024,7,1,4.76,28.21,4.55
2024,7,2,5.55,28.02,4.0
2024,7,3,9.1,28.53,3.02
2024,7,4,6.92,28.41,3.71
2024,7,5,6.48,29.31,3.11
2024,7,6,2.6,27.71,2.34
2024,7,7,14.76,28.62,1.29
2024,7,8,5.48,28.65,2.7
2024,7,9,1.41,28.67,2.41
2024,7,10,0.61,29.35,4.07
2024,7,11,3.5,29.17,4.04
2024,7,12,12.58,28.14,3.56
2024,7,13,7.87,29.1,3.01
2024,7,14,15.64,29.14,2.78
2024,7,15,6.02,28.96,2.98
2024,7,16,4.59,28.31,3.75
2024,7,17,3.65,28.56,3.03
2024,7,18,12.88,29.11,3.88
2024,7,19,14.69,29.07,4.52
2024,7,20,20.43,29.1,4.07
2024,7,21,5.91,29.26,3.85
2024,7,22,19.47,28.53,5.97
2024,7,23,20.45,27.89,5.62
2024,7,24,10.53,28.57,5.54
2024,7,25,4.83,28.23,5.7
2024,7,26,12.44,28.38,5.23
2024,7,27,7.12,28.4,4.25
2024,7,28,10.11,29.89,1.32
2024,7,29,11.98,28.77,2.83
2024,7,30,4.81,29.19,3.11
2024,7,31,6.88,28.3,3.82
2024,8,1,12.08,28.53,4.39
2024,8,2,4.69,28.08,5.54
2024,8,3,4.6,28.31,5.2
2024,8,4,4.48,28.23,4.39
2024,8,5,9.69,27.97,2.75
2024,8,6,37.44,27.64,2.7
2024,8,7,14.08,28.05,3.31
2024,8,8,2.95,27.74,3.22
2024,8,9,10.16,28.33,2.85
2024,8,10,2.51,28.61,2.39
2024,8,11,4.59,28.52,2.19
2024,8,12,3.58,28.84,2.57
2024,8,13,9.71,28.19,2.24
2024,8,14,7.88,28.48,1.89
2024,8,15,16.55,28.14,2.4
2024,8,16,13.17,27.77,2.73
2024,8,17,12.62,28.53,2.24
2024,8,18,6.57,28.36,2.16
2024,8,19,2.67,27.81,2.6
2024,8,20,1.58,28.37,2.79
2024,8,21,1.25,27.97,3.23
2024,8,22,9.35,27.28,3.46
2024,8,23,6.7,27.27,3.55
2024,8,24,7.81,27.01,3.99
2024,8,25,4.71,26.88,4.54
2024,8,26,23.55,27.23,3.35
2024,8,27,25.99,27.15,2.57
2024,8,28,8.75,27.48,2.01
2024,8,29,7.84,27.11,3.09
2024,8,30,5.24,27.8,3.86
2024,8,31,6.57,28.12,5.52
2024,9,1,5.84,27.81,5.14
2024,9,2,2.9,27.7,3.55
2024,9,3,1.29,27.65,2.85
2024,9,4,4.15,27.91,2.26
2024,9,5,3.27,28.27,1.73
2024,9,6,6.13,28.19,2.06
2024,9,7,15.98,27.86,3.24
2024,9,8,17.99,28.09,4.72
2024,9,9,21.96,28.2,7.72
2024,9,10,2.71,28.47,6.77
2024,9,11,1.13,28.57,2.91
2024,9,12,0.69,28.55,2.99
2024,9,13,2.22,27.38,4.02
2024,9,14,12.69,27.19,4.94
2024,9,15,14.8,26.73,7.47
2024,9,16,7.96,27.16,5.82
2024,9,17,9.17,27.49,3.57
2024,9,18,6.52,27.53,2.17
2024,9,19,0.17,27.99,1.36
2024,9,20,2.47,28.67,1.7
2024,9,21,4.05,28.18,2.45
2024,9,22,2.36,27.82,1.91
2024,9,23,8.8,27.56,2.6
2024,9,24,17.07,26.95,4.19
2024,9,25,86.59,26.93,3.2
2024,9,26,29.63,27.23,4.54
2024,9,27,10.66,27.09,3.88
2024,9,28,2.45,27.56,2.99
2024,9,29,2.36,28.01,2.15
2024,9,30,1.18,28.24,2.31
2024,10,1,0.24,28.06,2.5
2024,10,2,0.36,27.51,2.85
2024,10,3,1.53,27.81,3.02
2024,10,4,5.26,27.04,2.01
2024,10,5,3.07,27.96,1.44
2024,10,6,1.56,27.27,1.41
2024,10,7,7.57,26.36,1.63
2024,10,8,2.62,27.56,1.24
2024,10,9,0.69,27.15,1.77
2024,10,10,0.17,26.75,1.83
2024,10,11,0.04,27.4,1.75
2024,10,12,0.51,27.59,1.6
2024,10,13,0.04,27.42,1.77
2024,10,14,0.03,27.45,1.85
2024,10,15,0.04,27.61,1.5
2024,10,16,0.04,27.32,1.59
2024,10,17,0.55,27.46,1.56
2024,10,18,0.65,27.64,1.49
2024,10,19,4.57,27.94,1.18
2024,10,20,8.62,26.8,1.82
2024,10,21,0.04,25.82,2.26
2024,10,22,0.0,25.17,2.76
2024,10,23,0.96,25.39,3.72
2024,10,24,28.65,24.85,7.22
2024,10,25,41.45,25.49,7.78
2024,10,26,8.68,25.36,5.62
2024,10,27,1.69,26.68,3.32
2024,10,28,3.38,26.4,2.08
2024,10,29,2.67,26.87,1.17
2024,10,30,0.04,26.42,1.76
2024,10,31,1.02,26.19,1.6
2024,11,1,1.2,26.75,1.45
2024,11,2,0.33,25.79,1.57
2024,11,3,0.29,25.24,1.17
2024,11,4,0.0,24.49,1.24
2024,11,5,0.41,24.2,2.21
2024,11,6,0.14,24.73,2.45
2024,11,7,0.01,24.7,2.26
2024,11,8,0.0,24.42,2.07
2024,11,9,0.0,23.91,2.3
2024,11,10,0.0,22.89,2.9
2024,11,11,0.0,22.86,3.43
2024,11,12,0.05,23.41,3.25
2024,11,13,0.0,23.47,3.09
2024,11,14,0.0,23.33,2.32
2024,11,15,0.0,22.18,2.25
2024,11,16,0.0,21.24,2.02
2024,11,17,0.0,21.01,2.09
2024,11,18,0.0,20.9,1.71
2024,11,19,0.0,19.89,2.09
2024,11,20,0.0,20.01,1.85
2024,11,21,0.0,20.98,1.13
2024,11,22,0.0,20.74,1.69
2024,11,23,0.0,20.53,1.53
2024,11,24,0.0,20.18,1.43
2024,11,25,0.0,20.19,1.91
2024,11,26,0.0,20.01,1.87
2024,11,27,0.0,19.05,2.68
2024,11,28,0.02,19.47,3.2
2024,11,29,2.3,20.9,3.6
2024,11,30,0.42,21.52,3.47
2024,12,1,0.84,21.65,3.42
2024,12,2,1.1,21.33,3.43
2024,12,3,0.07,22.33,2.54
2024,12,4,0.0,22.86,1.64
2024,12,5,0.0,23.17,1.47
2024,12,6,0.0,22.93,1.64
2024,12,7,0.0,20.89,1.91
2024,12,8,0.17,22.12,2.17
2024,12,9,1.28,22.97,1.84
2024,12,10,0.6,22.07,1.97
2024,12,11,0.0,18.74,2.62
2024,12,12,0.0,17.5,1.87
2024,12,13,0.0,17.52,2.08
2024,12,14,0.0,17.12,2.17
2024,12,15,0.0,15.97,2.48
2024,12,16,0.0,15.91,1.93
2024,12,17,0.0,18.05,1.99
2024,12,18,0.02,19.54,2.26
2024,12,19,0.1,19.66,2.76
2024,12,20,8.8,20.06,2.94
2024,12,21,31.42,18.28,3.77
2024,12,22,0.37,19.02,3.0
2024,12,23,0.14,19.13,2.66
2024,12,24,9.15,18.3,2.19
2024,12,25,1.42,19.73,2.33
2024,12,26,11.76,20.45,2.09
2024,12,27,0.02,20.36,2.59
2024,12,28,0.0,20.67,1.45
2024,12,29,0.0,21.94,1.45
2024,12,30,0.0,21.14,2.07
2024,12,31,0.0,20.16,1.75
2025,1,1,0.0,18.01,1.69
2025,1,2,0.0,16.93,1.8
2025,1,3,0.0,16.15,1.49
2025,1,4,0.0,16.95,1.56
2025,1,5,0.0,18.12,1.09
2025,1,6,0.0,18.54,1.22
2025,1,7,0.0,18.59,2.42
